名称,住所,lat,lng,coordinate_precision,区市町村,area_tag,toiletType,出典URL,備考
日暮台公園 トイレ,東京都板橋区前野町五丁目20-15,,,unknown,板橋区,前野町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
昆虫公園 トイレ,東京都板橋区徳丸三丁目37-9,,,unknown,板橋区,徳丸,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
本町児童遊園 トイレ,東京都板橋区本町4-22,,,unknown,板橋区,本町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
本町公衆便所,東京都板橋区本町18-5,,,unknown,板橋区,本町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
本蓮沼公園 トイレ,東京都板橋区蓮沼町27-4,,,unknown,板橋区,蓮沼町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
本蓮沼駅前いずみ公園 トイレ,東京都板橋区泉町5,,,unknown,板橋区,泉町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
東原公園 トイレ,東京都板橋区小豆沢一丁目20-13,,,unknown,板橋区,小豆沢,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
東坂下二丁目公園 トイレ,東京都板橋区東坂下二丁目9-2,,,unknown,板橋区,東坂下,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
東山みなみ公園 トイレ,東京都板橋区東山町23-2,,,unknown,板橋区,東山町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
東山公園 トイレ,東京都板橋区東山町52-8,,,unknown,板橋区,東山町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
東新児童遊園 トイレ,東京都板橋区東新町二丁目51-9,,,unknown,板橋区,東新町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
東板橋公園 トイレ,東京都板橋区板橋三丁目50-1,,,unknown,板橋区,板橋,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
東板橋公園(動物園事務所棟) トイレ,東京都板橋区板橋三丁目50-1,,,unknown,板橋区,板橋,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
板橋二丁目フレンドパーク トイレ,東京都板橋区板橋二丁目3-27,,,unknown,板橋区,板橋,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
板橋公園 トイレ,東京都板橋区大山西町21-1,,,unknown,板橋区,大山西町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
板橋区平和公園 トイレ,東京都板橋区常盤台四丁目3-1,,,unknown,板橋区,常盤台,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
板橋大山公園（北） トイレ,東京都板橋区栄町1,,,unknown,板橋区,栄町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
板橋大山公園（南） トイレ,東京都板橋区栄町35-1,,,unknown,板橋区,栄町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
板橋東いこいの森 トイレ,東京都板橋区板橋四丁目45-6,,,unknown,板橋区,板橋,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
板橋第二公園 トイレ,東京都板橋区板橋二丁目52-2,,,unknown,板橋区,板橋,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
板橋駅前公園 トイレ,東京都板橋区板橋一丁目23-1,,,unknown,板橋区,板橋,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
板橋駅前公衆便所,東京都板橋区板橋一丁目15-3,,,unknown,板橋区,板橋,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
板谷公園 トイレ,東京都板橋区板橋四丁目55-21,,,unknown,板橋区,板橋,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
栄町19番遊び場 トイレ,東京都板橋区栄町19,,,unknown,板橋区,栄町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
桜川三丁目18番遊び場 トイレ,東京都板橋区桜川三丁目18,,,unknown,板橋区,桜川,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
水久保公園 トイレ,東京都板橋区常盤台三丁目15-7,,,unknown,板橋区,常盤台,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
水車公園 トイレ,東京都板橋区四葉一丁目17-12,,,unknown,板橋区,板橋区,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
氷川つり堀公園 トイレ,東京都板橋区氷川町21-15,,,unknown,板橋区,氷川町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
氷川児童遊園 トイレ,東京都板橋区双葉町43-15,,,unknown,板橋区,双葉町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
沖口公園 トイレ,東京都板橋区四葉二丁目26-11,,,unknown,板橋区,板橋区,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
紅梅公園 トイレ,東京都板橋区徳丸八丁目5,,,unknown,板橋区,徳丸,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
緑ケ丘第一公園 トイレ,東京都板橋区東新町一丁目27-8,,,unknown,板橋区,東新町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
緑ケ丘第三公園 トイレ,東京都板橋区桜川三丁目9-1,,,unknown,板橋区,桜川,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
緑ケ丘第二公園 トイレ,東京都板橋区桜川二丁目18-1,,,unknown,板橋区,桜川,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
舟渡一丁目児童遊園 トイレ,東京都板橋区舟渡一丁目7-21,,,unknown,板橋区,舟渡,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
舟渡三丁目こども広場 トイレ,東京都板橋区舟渡三丁目23-14,,,unknown,板橋区,舟渡,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
舟渡三丁目公園 トイレ,東京都板橋区舟渡三丁目19-9,,,unknown,板橋区,舟渡,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
舟渡二丁目児童遊園 トイレ,東京都板橋区舟渡二丁目33-10,,,unknown,板橋区,舟渡,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
舟渡水辺公園 トイレ,東京都板橋区舟渡四丁目4,,,unknown,板橋区,舟渡,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
若木三丁目貝塚公園 トイレ,東京都板橋区若木三丁目4-4,,,unknown,板橋区,若木,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
若木公園 トイレ,東京都板橋区若木二丁目31-16,,,unknown,板橋区,若木,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
若木北公園 トイレ,東京都板橋区若木三丁目7-1,,,unknown,板橋区,若木,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
若木原公園 トイレ,東京都板橋区若木一丁目24-4,,,unknown,板橋区,若木,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
若木第二公園 トイレ,東京都板橋区若木二丁目14-8,,,unknown,板橋区,若木,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
茂呂山公園 トイレ,東京都板橋区小茂根五丁目2-17,,,unknown,板橋区,小茂根,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
蓮根ねっぱ公園 トイレ,東京都板橋区蓮根一丁目14-16,,,unknown,板橋区,蓮根,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
蓮根みなみ公園 トイレ,東京都板橋区蓮根一丁目2-8,,,unknown,板橋区,蓮根,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
蓮根三丁目公園 トイレ,東京都板橋区蓮根三丁目15-4,,,unknown,板橋区,蓮根,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
蓮根三丁目公衆便所,東京都板橋区蓮根三丁目15-7,,,unknown,板橋区,蓮根,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
蓮根二丁目公園 トイレ,東京都板橋区蓮根二丁目28-14,,,unknown,板橋区,蓮根,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
蓮根児童遊園 トイレ,東京都板橋区蓮根二丁目6-15,,,unknown,板橋区,蓮根,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
西台駅前公衆便所,東京都板橋区高島平一丁目80-1,,,unknown,板橋区,高島平,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131199d0000000005,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
あすなろ児童遊園 トイレ,東京都江戸川区北葛西4-4-1,,,unknown,江戸川区,北葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
みずえの森公園 トイレ,東京都江戸川区瑞江4-29-1,,,unknown,江戸川区,瑞江,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
みずえ中央公園 トイレ,東京都江戸川区瑞江2-40-10,,,unknown,江戸川区,瑞江,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
みなみ児童遊園 トイレ,東京都江戸川区松島2-9-14,,,unknown,江戸川区,松島,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
やまびこ公園 トイレ,東京都江戸川区清新町1-1-39,,,unknown,江戸川区,清新町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
りす児童遊園 トイレ,東京都江戸川区平井6-59-1,,,unknown,江戸川区,平井,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
りんどう公園 トイレ,東京都江戸川区瑞江3-42-1,,,unknown,江戸川区,瑞江,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
ろばさん公園 トイレ,東京都江戸川区西一之江4-12-5,,,unknown,江戸川区,西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
わかくさ公園 トイレ,東京都江戸川区清新町1-4-18,,,unknown,江戸川区,清新町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
一之江さくら公園 トイレ,東京都江戸川区一之江1-4-24,,,unknown,江戸川区,江戸川区,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
一之江しいのき公園 トイレ,東京都江戸川区一之江7-7-1,,,unknown,江戸川区,江戸川区,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
一之江ひだまり公園 トイレ,東京都江戸川区一之江7-69-1,,,unknown,江戸川区,江戸川区,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
一之江フレンド公園 トイレ,東京都江戸川区一之江7-42-6,,,unknown,江戸川区,江戸川区,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
一之江ゆりのき公園 トイレ,東京都江戸川区一之江8-11-22,,,unknown,江戸川区,江戸川区,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
一之江一丁目児童遊園 トイレ,東京都江戸川区一之江1-15-14,,,unknown,江戸川区,江戸川区,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
一之江一丁目公園 トイレ,東京都江戸川区一之江1-6-8,,,unknown,江戸川区,江戸川区,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
一之江三丁目公園 トイレ,東京都江戸川区一之江3-27-14,,,unknown,江戸川区,江戸川区,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
一之江三丁目南公園 トイレ,東京都江戸川区一之江3-9-8,,,unknown,江戸川区,江戸川区,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
一之江中央児童遊園 トイレ,東京都江戸川区一之江7-20-10,,,unknown,江戸川区,江戸川区,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
一之江駅西口 トイレ,東京都江戸川区一之江7-36,,,unknown,江戸川区,江戸川区,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
三角 トイレ,東京都江戸川区江戸川6-24,,,unknown,江戸川区,江戸川,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
上一色児童遊園 トイレ,東京都江戸川区上一色3-13-11,,,unknown,江戸川区,上,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
上小岩親水緑道 トイレ,東京都江戸川区北小岩8-29-9,,,unknown,江戸川区,北小岩,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
上篠崎四丁目公園 トイレ,東京都江戸川区上篠崎4-28-1,,,unknown,江戸川区,上篠崎,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
上篠崎広場 トイレ,東京都江戸川区上篠崎4-3,,,unknown,江戸川区,上篠崎,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
下今井児童遊園 トイレ,東京都江戸川区江戸川5-28,,,unknown,江戸川区,江戸川,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
下篠崎ふれあい公園 トイレ,東京都江戸川区篠崎町4-15-28,,,unknown,江戸川区,篠崎町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
下篠崎児童遊園 トイレ,東京都江戸川区下篠崎町12-10,,,unknown,江戸川区,下篠崎町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
下篠崎第二児童遊園 トイレ,東京都江戸川区下篠崎町18-13,,,unknown,江戸川区,下篠崎町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
下鎌田さくら公園 トイレ,東京都江戸川区東瑞江2-6-15,,,unknown,江戸川区,東瑞江,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
下鎌田へび土手公園 トイレ,東京都江戸川区東瑞江1-38-23,,,unknown,江戸川区,東瑞江,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
下鎌田東公園 トイレ,東京都江戸川区江戸川2-28-2,,,unknown,江戸川区,江戸川,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
中図師さくら公園 トイレ,東京都江戸川区篠崎2-42,,,unknown,江戸川区,篠崎,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
中央はなみずき公園 トイレ,東京都江戸川区一之江4-6-18,,,unknown,江戸川区,江戸川区,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
中央一丁目公園 トイレ,東京都江戸川区中央1-13-5,,,unknown,江戸川区,中央,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
中央一丁目東公園 トイレ,東京都江戸川区中央1-26-16,,,unknown,江戸川区,中央,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
中央三丁目公園 トイレ,東京都江戸川区中央3-8-11,,,unknown,江戸川区,中央,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
中央二丁目公園 トイレ,東京都江戸川区中央2-17-16,,,unknown,江戸川区,中央,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
中央森林公園 西側 トイレ,東京都江戸川区松江7-24-10,,,unknown,江戸川区,松江,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
中央森林公園 東側 トイレ,東京都江戸川区松江7-24-11,,,unknown,江戸川区,松江,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
中川児童遊園 トイレ,東京都江戸川区平井6-77-6,,,unknown,江戸川区,平井,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
中川新橋北 トイレ,東京都江戸川区平井二丁目2-24,,,unknown,江戸川区,平井,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
中篠崎公園 トイレ,東京都江戸川区篠崎町3-12-21,,,unknown,江戸川区,篠崎町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
中葛西おひさま公園 トイレ,東京都江戸川区中葛西8-6-34,,,unknown,江戸川区,中葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
中葛西一丁目児童遊園 トイレ,東京都江戸川区中葛西1-2-18,,,unknown,江戸川区,中葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
