名称,住所,lat,lng,coordinate_precision,区市町村,area_tag,toiletType,出典URL,備考
横川さんかく公園,東京都墨田区横川5-9-31,35.705554,139.817938,toilet,墨田区,横川5丁目,洋式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
白鬚公園,東京都墨田区墨田1-4-42,35.728068,139.815062,toilet,墨田区,墨田1丁目,和式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
両国橋児童遊園,東京都墨田区両国1-11-2,35.693894,139.789765,toilet,墨田区,両国1丁目,公衆トイレ,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
どんぐり児童遊園,東京都墨田区緑3-12-9,35.69457,139.80469,toilet,墨田区,緑3丁目,公衆トイレ,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
ささのは児童遊園,東京都墨田区亀沢4-18-8,35.698657,139.808228,toilet,墨田区,亀沢4丁目,和式・洋式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
もみじばし児童遊園,東京都墨田区本所4-8-6,35.703123,139.807874,toilet,墨田区,本所4丁目,和式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
くるみ児童遊園,東京都墨田区業平5-1-1,35.706246,139.816166,toilet,墨田区,業平5丁目,公衆トイレ,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
小梅児童遊園,東京都墨田区向島1-33-3,35.710451,139.808128,toilet,墨田区,向島1丁目,公衆トイレ,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
さくらんぼ児童遊園,東京都墨田区向島5-38-7,35.71794,139.812536,toilet,墨田区,向島5丁目,和式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
露伴児童遊園,東京都墨田区東向島1-7-11,35.721914,139.813071,toilet,墨田区,東向島1丁目,公衆トイレ,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
あすなろ児童遊園,東京都墨田区東向島1-34-5,35.72017,139.815375,toilet,墨田区,東向島1丁目,和式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
こでまり児童遊園,東京都墨田区東向島5-24-1,35.727624,139.821762,toilet,墨田区,東向島5丁目,和式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
すずかけ児童遊園,東京都墨田区東向島5-39-8,35.728644,139.824514,toilet,墨田区,東向島5丁目,和式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
さくら児童遊園,東京都墨田区堤通1-18-20,35.72592,139.812236,toilet,墨田区,堤通1丁目,公衆トイレ,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
かつら児童遊園,東京都墨田区墨田3-36-13,35.731304,139.820438,toilet,墨田区,墨田3丁目,公衆トイレ,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
隅田児童遊園,東京都墨田区墨田4-23-12,35.73228,139.82337,toilet,墨田区,墨田4丁目,公衆トイレ,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
中之郷児童遊園,東京都墨田区押上2-12-1,35.712323,139.812249,toilet,墨田区,押上2丁目,公衆トイレ,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
からたち児童遊園,東京都墨田区京島3-10-19,35.716568,139.822744,toilet,墨田区,京島3丁目,和式・洋式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
たちばな児童遊園,東京都墨田区立花3-21-16,35.706807,139.834393,toilet,墨田区,立花3丁目,和式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
けやき児童遊園,東京都墨田区八広1-7-4,35.721832,139.82225,toilet,墨田区,八広1丁目,公衆トイレ,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
とちのき児童遊園,東京都墨田区緑2-8-12,35.693243,139.801311,toilet,墨田区,緑2丁目,公衆トイレ,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
立川第二児童遊園,東京都墨田区立川3-15-6,35.692041,139.803802,toilet,墨田区,立川3丁目,公衆トイレ,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
本四三ツ目児童遊園,東京都墨田区本所4-1-4,35.702884,139.805008,toilet,墨田区,本所4丁目,公衆トイレ,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
請地児童遊園,東京都墨田区向島4-12-11,35.716904,139.813442,toilet,墨田区,向島4丁目,公衆トイレ,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
八広第一児童遊園,東京都墨田区八広5-7-6,35.724301,139.823951,toilet,墨田区,八広5丁目,公衆トイレ,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
墨田二丁目児童遊園,東京都墨田区墨田2-42-4,35.732116,139.818782,toilet,墨田区,墨田2丁目,公衆トイレ,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
六軒児童遊園,東京都墨田区立花3-18-12,35.706108,139.834396,toilet,墨田区,立花3丁目,公衆トイレ,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
亀沢第一児童遊園,東京都墨田区亀沢2-13-7,35.697873,139.801882,toilet,墨田区,亀沢2丁目,和式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
隅田第二児童遊園,東京都墨田区墨田4-8-14,35.732704,139.821932,toilet,墨田区,墨田4丁目,公衆トイレ,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
両国第一児童遊園,東京都墨田区両国4-36-16,35.695179,139.795527,toilet,墨田区,両国4丁目,公衆トイレ,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
墨田第三児童遊園,東京都墨田区墨田2-17-6,35.731486,139.816229,toilet,墨田区,墨田2丁目,和式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
八広つるかめ児童遊園,東京都墨田区八広4-28-6,35.724442,139.829134,toilet,墨田区,八広4丁目,和式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
ごあずま児童遊園,東京都墨田区八広4-36-24,35.722585,139.829483,toilet,墨田区,八広4丁目,和式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
立花第一児童遊園,東京都墨田区立花4-9-6,35.710097,139.831629,toilet,墨田区,立花4丁目,和式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
押上第二児童遊園,東京都墨田区押上3-57-3,35.711908,139.821189,toilet,墨田区,押上3丁目,和式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
隅田西児童遊園,東京都墨田区墨田3-31-2,35.732432,139.819962,toilet,墨田区,墨田3丁目,和式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
隅田東児童遊園,東京都墨田区墨田4-52-12,35.729495,139.82507,toilet,墨田区,墨田4丁目,和式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
墨田第六児童遊園,東京都墨田区墨田2-20-15,35.730531,139.81713,toilet,墨田区,墨田2丁目,和式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
八広六西児童遊園,東京都墨田区八広6-13-1,35.728525,139.827339,toilet,墨田区,八広6丁目,和式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
隅田東第二児童遊園,東京都墨田区墨田4-34-20,35.732756,139.824163,toilet,墨田区,墨田4丁目,和式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
長浦児童遊園,東京都墨田区八広1-8-18,35.721666,139.823228,toilet,墨田区,八広1丁目,和式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
八広一丁目児童遊園,東京都墨田区八広1-19-14,35.718821,139.82294,toilet,墨田区,八広1丁目,和式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
立花六丁目児童遊園,東京都墨田区立花6-14-5,35.71025,139.837935,toilet,墨田区,立花6丁目,和式,https://www.city.sumida.lg.jp/kuseijoho/sumida_info/opendata/stdataset/public_toilet.files/131075_public_toilet_20250331.csv,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
三ノ輪橋停留場前トイレ,東京都荒川区南千住1-16-7,,,unknown,荒川区,南千住地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
瑞光公園トイレ,東京都荒川区南千住1-26-10,,,unknown,荒川区,南千住地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
南千住第四児童遊園トイレ,東京都荒川区南千住1-56-16,,,unknown,荒川区,南千住地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
南千住駅ガード下トイレ,東京都荒川区南千住2-34-1,,,unknown,荒川区,南千住地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
石浜城址公園トイレ（南千住三丁目公園トイレ）,東京都荒川区南千住3-28-67,,,unknown,荒川区,南千住地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
ドナウ広場トイレ,東京都荒川区南千住4-1-2,,,unknown,荒川区,南千住地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
リバーハープ公園トイレ,東京都荒川区南千住4-9-5,,,unknown,荒川区,南千住地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
若葉児童遊園トイレ,東京都荒川区南千住5-12-3,,,unknown,荒川区,南千住地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
地蔵堀児童遊園トイレ,東京都荒川区南千住6-11-1,,,unknown,荒川区,南千住地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
若宮八幡児童遊園トイレ,東京都荒川区南千住6-35-7,,,unknown,荒川区,南千住地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
南千住浄水場遊戯広場トイレ,東京都荒川区南千住6-39-15,,,unknown,荒川区,南千住地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
素盞雄神社境内トイレ,東京都荒川区南千住6-60-1,,,unknown,荒川区,南千住地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
天王公園トイレ,東京都荒川区南千住6-67-21,,,unknown,荒川区,南千住地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
瑞光橋公園トイレ,東京都荒川区南千住8-18-1,,,unknown,荒川区,南千住地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
荒川東公園トイレ,東京都荒川区荒川1-4-10,,,unknown,荒川区,荒川地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
峡田児童遊園トイレ,東京都荒川区荒川1-55-2,,,unknown,荒川区,荒川地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
荒川二丁目南公園トイレ,東京都荒川区荒川2-18-6,,,unknown,荒川区,荒川地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
荒川公園（北側）トイレ（遊具広場）,東京都荒川区荒川2-2-3,,,unknown,荒川区,荒川地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
荒川公園（南側）トイレ（展示場横）,東京都荒川区荒川2-2-3,,,unknown,荒川区,荒川地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
三河島第二児童遊園トイレ,東京都荒川区荒川2-31-7,,,unknown,荒川区,荒川地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
荒川二丁目公園トイレ,東京都荒川区荒川2-58-2,,,unknown,荒川区,荒川地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
荒川三丁目公園トイレ,東京都荒川区荒川3-33-8,,,unknown,荒川区,荒川地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
みんなの公園トイレ（荒川四丁目公園トイレ）,東京都荒川区荒川4-19-1,,,unknown,荒川区,荒川地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
荒川五丁目東児童遊園トイレ,東京都荒川区荒川5-7-2,,,unknown,荒川区,荒川地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
荒川五丁目児童遊園トイレ,東京都荒川区荒川5-24-7,,,unknown,荒川区,荒川地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
荒川五丁目公園トイレ,東京都荒川区荒川5-41-1,,,unknown,荒川区,荒川地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
花の木児童遊園トイレ,東京都荒川区荒川6-14-3,,,unknown,荒川区,荒川地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
新地児童遊園トイレ,東京都荒川区荒川6-39-1,,,unknown,荒川区,荒川地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
三河島公園トイレ,東京都荒川区荒川8-25-2,,,unknown,荒川区,荒川地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
荒川自然公園（1期）トイレ（テニスコート横管理棟）,東京都荒川区荒川8-25-3,,,unknown,荒川区,荒川地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
荒川自然公園（1期）トイレ（わいわいプール付近）,東京都荒川区荒川8-25-3,,,unknown,荒川区,荒川地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
荒川自然公園（1期）トイレ（野球場横）,東京都荒川区荒川8-25-3,,,unknown,荒川区,荒川地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
荒川自然公園（2期）トイレ（管理事務所横）,東京都荒川区荒川8-25-3,,,unknown,荒川区,荒川地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
荒川自然公園（2期）トイレ（アスレチック広場付近）,東京都荒川区荒川8-25-3,,,unknown,荒川区,荒川地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
荒川自然公園（3期）トイレ（交通園内）,東京都荒川区荒川8-25-3,,,unknown,荒川区,荒川地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
藍染公園トイレ,東京都荒川区町屋1-34-9,,,unknown,荒川区,町屋地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
町屋二丁目児童遊園トイレ,東京都荒川区町屋2-19-2,,,unknown,荒川区,町屋地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
原稲荷神社境内トイレ,東京都荒川区町屋2-8-7,,,unknown,荒川区,町屋地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
町屋第四児童遊園トイレ,東京都荒川区町屋3-10-13,,,unknown,荒川区,町屋地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
町屋三丁目児童遊園トイレ,東京都荒川区町屋3-27-6,,,unknown,荒川区,町屋地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
町屋第二児童遊園トイレ,東京都荒川区町屋4-3-10,,,unknown,荒川区,町屋地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
町屋五丁目南公園トイレ,東京都荒川区町屋5-11-20,,,unknown,荒川区,町屋地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
町屋五丁目北公園トイレ,東京都荒川区町屋5-17-3,,,unknown,荒川区,町屋地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
原公園トイレ,東京都荒川区町屋5-9-7,,,unknown,荒川区,町屋地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
町屋六丁目児童遊園トイレ,東京都荒川区町屋6-22-3,,,unknown,荒川区,町屋地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
町屋六丁目北児童遊園トイレ,東京都荒川区町屋6-37-2,,,unknown,荒川区,町屋地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
江川堀児童遊園トイレ,東京都荒川区町屋6-4-12,,,unknown,荒川区,町屋地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
町屋七丁目公園トイレ,東京都荒川区町屋7-16-6,,,unknown,荒川区,町屋地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
